cell_id,date,ndvi_mean
41,2023-12-06,0.5260395
42,2023-05-15,0.48192328
42,2023-06-04,0.4880522
42,2023-06-09,0.48639825
42,2023-06-19,0.49132064
42,2023-06-24,0.49033424
42,2023-06-29,0.50221705
42,2023-07-04,0.51244545
42,2023-07-09,0.5096331
42,2023-07-14,0.4486714
42,2023-07-19,0.4311569
42,2023-07-24,0.49553916
42,2023-08-03,0.50662965
42,2023-08-18,0.51649076
42,2023-08-23,0.47258535
42,2023-08-28,0.50314397
42,2023-09-22,0.49746048
42,2023-09-27,0.50538886
42,2023-10-02,0.5118933
42,2023-11-11,0.5182106
42,2023-11-16,0.51966393
42,2023-12-06,0.5257941
43,2023-05-15,0.48455456
43,2023-06-04,0.4975402
43,2023-06-09,0.4858148
43,2023-06-19,0.4896783
43,2023-06-24,0.4894774
43,2023-06-29,0.5009698
43,2023-07-04,0.5103427
43,2023-07-09,0.5078662
43,2023-07-14,0.43643746
43,2023-07-19,0.44009936
43,2023-07-24,0.49417767
43,2023-08-03,0.5053259
43,2023-08-18,0.517562
43,2023-08-23,0.47268543
43,2023-08-28,0.5024501
43,2023-09-22,0.5001834
43,2023-09-27,0.51190895
43,2023-10-02,0.51637465
43,2023-11-11,0.52296454
43,2023-11-16,0.5399914
43,2023-12-06,0.53027195
44,2023-05-15,0.48845288
44,2023-06-04,0.49879333
44,2023-06-09,0.49147928
44,2023-06-19,0.49365693
